Neighborhood,Municipality,Year,Age,Gender,StrugglingMakeEnds,ReceivesSupportFromOthers,VolunteerWork,Caregiver,FragileHealthSocialDomain,HighRiskAnxietyDisorderOrDepression,LowResilience,ModerateControlOverMyOwnLife,VeryMuchStressLast4Weeks,SuicideThoughtsLast12Months,GoodExperiencedHealth,MovementImpairment,HearingImpairment,WeeklyExercising,Lonely_25,SeverelyLonely_26,EmotionallyLonely_27,SociallyLonely_28
Bergschenhoek-Centrum,Lansingerland,2022,25-34,Male,16.1,11.6,31.0,16.1,11.0,12.6,14.5,64.5,24.8,2.3,74.0,5.1,2.7,57.2,57.4,14.1,31.0,35.9
Bergschenhoek-Centrum,Lansingerland,2022,25-34,Female,17.9,14.5,28.1,19.3,11.9,15.1,16.1,62.2,26.5,3.0,72.4,6.9,2.1,53.9,62.0,11.8,36.4,38.1
Bergschenhoek-Centrum,Lansingerland,2018,35-44,Male,16.0,10.5,33.4,21.1,12.4,11.1,13.9,65.0,23.1,1.8,72.0,8.0,4.8,54.9,52.3,11.2,26.4,30.3
Bergschenhoek-Centrum,Lansingerland,2018,35-44,Female,16.3,13.3,31.4,22.8,12.7,12.2,14.9,64.7,24.6,2.6,70.8,9.7,4.1,52.0,55.2,14.7,28.6,33.1
Bergschenhoek-Centrum,Lansingerland,2019,35-44,Male,15.8,11.3,33.3,21.2,12.5,11.0,13.8,65.7,23.5,1.7,71.6,7.8,4.6,55.2,53.2,9.7,27.7,32.0
Bergschenhoek-Centrum,Lansingerland,2019,35-44,Female,16.3,13.5,30.7,23.3,12.4,12.8,15.1,64.4,24.4,2.8,70.7,9.6,4.6,52.6,54.3,10.6,30.2,33.1
Bergschenhoek-Centrum,Lansingerland,2020,35-44,Male,16.0,10.8,33.1,20.5,12.4,10.3,14.0,65.3,22.7,2.3,71.7,8.2,5.4,55.4,53.4,9.2,26.1,29.9
Bergschenhoek-Centrum,Lansingerland,2020,35-44,Female,16.5,13.2,30.9,22.8,12.7,11.9,14.5,64.9,24.6,2.3,71.5,9.1,4.3,52.0,56.8,15.8,31.8,31.8
Bergschenhoek-Centrum,Lansingerland,2021,35-44,Male,15.7,10.3,33.5,21.2,12.1,10.5,14.2,65.7,22.6,1.9,71.6,8.0,4.9,55.4,53.3,10.0,27.1,31.3
Bergschenhoek-Centrum,Lansingerland,2021,35-44,Female,16.9,12.8,31.3,23.4,13.1,12.7,15.3,64.9,24.5,2.1,70.5,8.8,4.4,51.8,55.5,14.6,31.0,31.5
Bergschenhoek-Centrum,Lansingerland,2022,35-44,Male,15.6,10.6,33.9,21.0,11.7,10.4,13.6,65.0,22.8,1.8,71.6,8.6,4.7,55.3,53.3,12.9,27.0,31.5
Bergschenhoek-Centrum,Lansingerland,2022,35-44,Female,16.5,12.8,31.2,22.9,12.9,11.8,14.7,64.4,24.4,2.5,71.4,9.7,4.6,51.9,53.3,14.1,28.8,30.9
Bergschenhoek-Centrum,Lansingerland,2018,45-54,Male,16.1,9.9,34.3,23.4,14.6,8.7,13.1,65.3,20.3,2.1,69.1,12.4,8.0,53.4,51.8,10.9,26.0,30.2
Bergschenhoek-Centrum,Lansingerland,2018,45-54,Female,16.6,11.6,32.3,26.5,16.0,11.5,14.6,63.6,23.0,2.8,68.1,13.5,8.0,49.9,57.4,11.5,30.0,33.0
Bergschenhoek-Centrum,Lansingerland,2019,45-54,Male,16.1,9.7,34.4,23.0,14.1,9.1,12.9,64.8,20.7,2.0,69.3,12.8,8.5,53.3,54.4,14.2,27.7,30.3
Bergschenhoek-Centrum,Lansingerland,2019,45-54,Female,17.2,11.7,32.0,25.5,15.6,10.9,14.1,63.6,23.0,2.7,68.1,13.4,7.9,50.1,59.1,13.1,30.5,33.6
Bergschenhoek-Centrum,Lansingerland,2020,45-54,Male,16.2,9.8,34.4,22.9,14.7,9.0,12.8,64.7,20.4,2.1,69.1,12.6,8.6,53.4,55.3,10.5,27.0,31.8
Bergschenhoek-Centrum,Lansingerland,2020,45-54,Female,16.7,11.7,31.9,26.3,15.3,10.6,14.0,64.0,22.8,2.1,67.8,13.6,7.6,50.3,58.9,13.8,31.4,33.3
Bergschenhoek-Centrum,Lansingerland,2021,45-54,Male,16.0,9.9,34.4,23.1,14.3,9.3,13.1,65.5,20.9,2.0,69.0,12.3,8.2,53.6,54.3,13.4,25.1,31.1
Bergschenhoek-Centrum,Lansingerland,2021,45-54,Female,17.0,12.1,31.7,25.8,15.3,11.4,14.0,63.5,22.3,2.8,67.9,14.3,8.0,50.1,59.8,12.5,30.2,35.1
Bergschenhoek-Centrum,Lansingerland,2022,45-54,Male,15.6,10.2,34.4,23.8,14.8,9.4,12.7,65.2,21.0,2.0,68.4,12.5,8.7,54.0,54.2,11.2,25.1,30.4
Bergschenhoek-Centrum,Lansingerland,2022,45-54,Female,16.7,12.1,31.8,26.2,15.4,10.7,14.8,63.2,23.1,2.6,68.3,14.1,7.8,50.8,56.8,13.7,29.2,34.4
Bergschenhoek-Centrum,Lansingerland,2018,55-64,Male,15.4,9.6,34.5,23.1,17.6,8.1,13.2,63.8,18.8,1.9,65.4,18.2,12.3,52.4,56.9,11.2,27.2,34.0
Bergschenhoek-Centrum,Lansingerland,2018,55-64,Female,14.2,12.5,31.8,24.3,17.9,10.0,13.6,62.1,20.5,1.8,64.4,19.5,12.3,49.4,62.0,14.7,30.9,37.4
Bergschenhoek-Centrum,Lansingerland,2019,55-64,Male,14.7,9.9,34.7,22.3,17.4,8.9,12.6,63.5,19.7,1.9,65.5,18.1,12.3,52.0,58.3,15.7,27.9,32.8
Bergschenhoek-Centrum,Lansingerland,2019,55-64,Female,14.5,11.9,31.4,25.2,18.5,10.0,14.5,62.1,20.4,2.5,64.3,19.4,12.1,49.4,62.0,10.7,31.9,37.2
Bergschenhoek-Centrum,Lansingerland,2020,55-64,Male,15.4,10.3,34.6,22.4,16.7,8.7,12.9,63.8,19.5,1.5,65.8,18.5,12.5,52.1,60.0,15.1,29.7,34.2
Bergschenhoek-Centrum,Lansingerland,2020,55-64,Female,14.7,12.0,31.8,24.5,18.6,10.5,13.9,62.7,20.1,2.5,64.5,19.1,11.7,49.0,62.0,16.2,32.6,36.7
Bergschenhoek-Centrum,Lansingerland,2021,55-64,Male,15.0,10.3,34.8,22.3,17.1,8.8,12.8,63.7,19.4,1.1,65.8,17.6,12.7,51.9,58.2,11.2,27.9,33.0
Bergschenhoek-Centrum,Lansingerland,2021,55-64,Female,14.7,12.5,31.7,25.0,18.0,10.1,13.9,62.8,20.9,1.9,64.9,18.9,12.3,49.3,60.0,11.2,31.2,34.1
Bergschenhoek-Centrum,Lansingerland,2022,55-64,Male,14.6,9.4,34.1,22.4,17.0,8.3,12.5,63.7,19.3,1.5,65.5,18.1,12.1,52.1,56.6,14.9,26.4,34.1
Bergschenhoek-Centrum,Lansingerland,2022,55-64,Female,14.3,12.1,31.0,25.3,18.0,10.1,14.0,62.1,20.1,2.0,64.6,19.5,12.4,49.8,59.8,13.6,30.2,36.0
Bleiswijk-Centrum,Lansingerland,2018,18-24,Male,23.6,16.5,22.9,12.6,15.9,18.0,21.8,56.7,30.3,4.2,71.1,8.6,5.3,54.2,62.0,15.2,42.3,39.3
Bleiswijk-Centrum,Lansingerland,2018,18-24,Female,23.7,19.0,20.0,15.1,17.1,19.8,21.8,55.5,32.0,5.0,69.6,9.1,5.3,50.7,62.0,13.2,43.1,41.4
Bleiswijk-Centrum,Lansingerland,2019,18-24,Male,23.4,15.8,22.5,12.5,16.4,18.1,21.6,57.3,30.5,4.3,70.9,8.3,5.1,53.6,62.0,14.6,43.6,40.3
Bleiswijk-Centrum,Lansingerland,2019,18-24,Female,23.2,19.2,20.2,15.2,17.5,19.6,22.2,56.1,31.2,4.5,69.7,10.0,5.3,50.5,62.0,15.7,42.7,40.2
Bleiswijk-Centrum,Lansingerland,2020,18-24,Male,23.7,15.9,22.0,12.1,16.5,18.3,21.9,57.0,30.6,4.1,71.0,8.2,5.5,54.1,62.0,15.4,43.1,41.5
Bleiswijk-Centrum,Lansingerland,2020,18-24,Female,24.1,19.4,20.8,15.0,17.5,19.6,21.6,55.8,32.0,4.7,69.7,9.3,5.5,51.1,62.0,15.1,44.4,39.4
Bleiswijk-Centrum,Lansingerland,2021,18-24,Male,24.2,15.7,22.1,11.9,16.0,18.1,21.4,56.9,30.3,4.5,70.9,8.0,5.8,54.3,62.0,14.0,41.7,42.7
Bleiswijk-Centrum,Lansingerland,2021,18-24,Female,24.1,19.2,20.6,14.9,17.6,19.2,22.5,55.5,31.7,4.4,69.1,9.9,6.1,51.2,62.0,14.2,43.4,40.2
Bleiswijk-Centrum,Lansingerland,2022,18-24,Male,23.6,16.5,22.5,12.3,16.2,18.3,21.1,56.4,30.4,4.1,70.9,8.1,5.9,54.2,62.0,15.8,42.0,41.8
Bleiswijk-Centrum,Lansingerland,2022,18-24,Female,23.2,19.1,19.9,15.1,17.1,19.7,22.4,55.8,31.7,5.0,69.6,9.7,5.2,51.0,62.0,13.5,44.0,40.6
Bleiswijk-Centrum,Lansingerland,2018,25-34,Male,23.5,14.6,24.9,15.5,15.6,16.4,19.6,59.4,29.3,3.7,68.5,10.8,5.7,51.5,62.0,11.3,41.1,40.3
Bleiswijk-Centrum,Lansingerland,2018,25-34,Female,24.2,17.4,22.0,17.7,16.9,18.3,20.7,58.8,29.9,4.7,68.0,11.9,5.5,48.8,62.0,13.2,40.5,39.5
Bleiswijk-Centrum,Lansingerland,2019,25-34,Male,23.0,14.8,24.8,15.2,16.2,16.2,19.9,59.6,29.4,3.4,68.8,11.4,6.3,51.5,62.0,17.2,38.5,40.0
Bleiswijk-Centrum,Lansingerland,2019,25-34,Female,23.9,17.7,21.3,17.6,17.1,18.1,21.0,58.7,29.6,4.4,67.8,12.7,5.4,48.9,62.0,13.7,40.5,41.6
Bleiswijk-Centrum,Lansingerland,2020,25-34,Male,23.4,15.3,24.2,15.9,16.2,17.1,19.4,59.3,29.3,4.2,68.2,11.0,6.3,51.9,62.0,13.0,40.8,39.1
Bleiswijk-Centrum,Lansingerland,2020,25-34,Female,24.1,17.8,21.8,17.4,16.7,18.9,20.9,58.2,30.1,3.9,67.4,12.4,5.6,48.4,62.0,12.0,41.9,41.6
Bleiswijk-Centrum,Lansingerland,2021,25-34,Male,23.2,15.3,24.8,15.4,16.1,16.5,20.2,59.7,28.7,4.0,68.6,11.2,6.4,52.1,62.0,12.4,40.4,39.2
Bleiswijk-Centrum,Lansingerland,2021,25-34,Female,24.1,17.3,21.4,17.5,16.7,18.8,21.0,58.5,29.7,4.5,67.5,12.8,6.2,48.6,62.0,13.0,41.8,42.3
Bleiswijk-Centrum,Lansingerland,2022,25-34,Male,23.5,15.2,24.3,15.9,15.7,16.6,19.4,58.9,29.4,3.6,68.6,11.0,6.0,52.3,62.0,16.9,40.4,38.7
Bleiswijk-Centrum,Lansingerland,2022,25-34,Female,24.5,17.9,21.8,17.2,16.6,18.2,21.2,58.2,30.3,4.4,67.2,12.6,5.2,48.7,62.0,14.2,41.3,41.3
Bleiswijk-Centrum,Lansingerland,2018,35-44,Male,22.3,13.9,27.2,19.4,17.4,15.2,18.9,60.4,27.5,3.3,67.2,13.5,8.1,49.7,61.3,12.4,37.8,37.3
Bleiswijk-Centrum,Lansingerland,2018,35-44,Female,23.6,16.0,24.9,23.0,18.3,16.8,19.5,59.3,29.0,4.1,66.1,15.8,8.0,46.6,62.0,12.2,38.5,40.0
Bleiswijk-Centrum,Lansingerland,2019,35-44,Male,22.5,13.8,27.7,19.2,16.9,15.0,18.1,60.8,26.9,2.8,66.7,13.9,8.6,49.8,61.9,15.0,37.6,38.0
Bleiswijk-Centrum,Lansingerland,2019,35-44,Female,23.4,16.0,24.9,22.5,17.6,16.9,19.5,59.5,28.7,3.8,65.6,15.1,8.4,46.4,62.0,16.8,39.5,38.9
Bleiswijk-Centrum,Lansingerland,2020,35-44,Male,22.0,13.7,27.6,19.3,17.2,14.4,18.9,59.9,27.2,3.1,66.5,13.2,8.5,49.8,60.2,14.5,36.7,35.9
Bleiswijk-Centrum,Lansingerland,2020,35-44,Female,23.1,15.3,24.8,22.9,18.1,17.2,19.1,59.6,28.4,3.6,65.4,15.3,8.3,46.7,62.0,14.8,38.8,39.7
Bleiswijk-Centrum,Lansingerland,2021,35-44,Male,22.5,13.7,27.8,19.4,17.3,15.1,18.2,60.0,27.6,3.3,67.1,13.1,8.7,49.8,58.6,14.5,35.9,34.8
Bleiswijk-Centrum,Lansingerland,2021,35-44,Female,22.8,15.9,25.4,22.9,18.0,16.7,19.1,58.9,29.0,3.6,65.9,15.5,7.7,46.3,62.0,13.7,38.5,38.3
Bleiswijk-Centrum,Lansingerland,2022,35-44,Male,22.5,13.2,27.2,19.6,17.6,14.3,18.5,60.7,27.5,3.0,67.2,13.9,8.0,49.3,62.0,15.6,37.8,37.8
Bleiswijk-Centrum,Lansingerland,2022,35-44,Female,23.1,15.3,25.3,22.2,18.2,16.8,19.3,58.7,28.8,3.5,66.0,15.3,7.8,46.4,62.0,16.4,38.3,38.3
Bleiswijk-Centrum,Lansingerland,2018,45-54,Male,21.7,12.8,29.1,23.0,20.3,14.2,17.8,59.5,25.4,3.6,63.8,18.6,12.3,47.8,62.0,16.7,36.0,36.8
Bleiswijk-Centrum,Lansingerland,2018,45-54,Female,22.1,16.2,26.4,25.9,21.0,15.8,18.7,59.0,26.7,3.8,63.1,20.0,11.0,45.0,62.0,13.8,39.4,37.1
Bleiswijk-Centrum,Lansingerland,2019,45-54,Male,21.4,12.9,29.1,22.9,20.0,14.2,17.7,60.2,25.4,3.1,63.5,18.7,11.9,48.0,62.0,14.3,37.3,36.5
Bleiswijk-Centrum,Lansingerland,2019,45-54,Female,22.1,16.8,26.8,25.5,21.0,15.6,18.1,58.5,26.4,4.3,63.4,19.9,11.8,45.1,62.0,14.0,37.6,37.3
Bleiswijk-Centrum,Lansingerland,2020,45-54,Male,21.9,13.5,28.6,22.8,20.2,13.3,17.8,60.1,25.3,3.3,63.9,18.6,12.5,48.4,61.5,13.7,36.3,37.0
Bleiswijk-Centrum,Lansingerland,2020,45-54,Female,21.5,16.4,26.7,25.0,20.6,15.5,18.9,58.4,26.9,4.4,63.1,19.5,11.8,44.6,62.0,13.8,39.8,37.5
Bleiswijk-Centrum,Lansingerland,2021,45-54,Male,22.3,13.2,28.6,22.6,20.3,13.5,18.0,59.8,25.7,3.8,64.0,18.5,12.3,47.8,62.0,11.8,36.0,36.6
Bleiswijk-Centrum,Lansingerland,2021,45-54,Female,22.3,16.0,26.8,25.5,21.6,15.4,18.8,58.7,27.0,3.7,63.0,19.7,11.5,45.2,62.0,11.8,39.5,37.4
Bleiswijk-Centrum,Lansingerland,2022,45-54,Male,21.8,12.8,29.3,22.7,19.7,13.8,17.8,59.9,25.3,3.3,63.3,18.6,12.4,47.6,62.0,12.6,36.6,36.8
Bleiswijk-Centrum,Lansingerland,2022,45-54,Female,22.0,16.2,26.3,25.3,21.6,15.3,18.7,58.3,26.4,3.6,63.1,20.4,10.9,44.8,62.0,15.7,37.9,38.2
Bleiswijk-Centrum,Lansingerland,2018,55-64,Male,21.9,14.0,28.9,22.3,22.5,12.8,17.3,59.1,23.9,2.6,60.2,22.9,15.5,47.4,62.0,11.2,36.0,38.2
Bleiswijk-Centrum,Lansingerland,2018,55-64,Female,22.1,15.5,26.6,24.7,23.2,14.5,18.2,56.9,25.2,3.0,60.0,24.1,15.0,43.8,62.0,15.6,36.7,39.0
Bleiswijk-Centrum,Lansingerland,2019,55-64,Male,21.9,13.6,28.9,22.2,22.1,12.7,17.8,59.0,24.1,2.3,60.6,23.8,15.3,47.2,62.0,12.2,36.6,37.1
Bleiswijk-Centrum,Lansingerland,2019,55-64,Female,22.7,15.9,26.7,24.3,23.2,14.5,17.5,56.8,24.6,2.8,60.2,24.0,15.4,44.0,62.0,12.7,35.8,37.3
Bleiswijk-Centrum,Lansingerland,2020,55-64,Male,21.1,13.4,29.3,21.6,22.1,13.2,17.7,58.1,23.6,2.6,61.0,23.4,15.7,47.0,62.0,14.3,36.3,35.9
Bleiswijk-Centrum,Lansingerland,2020,55-64,Female,22.4,15.2,26.7,24.5,22.6,14.6,17.5,57.2,24.9,2.7,59.8,24.8,15.0,44.2,62.0,15.1,36.1,39.1
Bleiswijk-Centrum,Lansingerland,2021,55-64,Male,21.9,14.0,28.4,22.0,22.2,12.6,17.6,58.1,23.8,3.1,60.3,23.7,15.6,46.6,62.0,15.4,34.3,37.7
Bleiswijk-Centrum,Lansingerland,2021,55-64,Female,22.3,15.5,26.5,24.0,22.8,14.5,17.9,57.0,25.3,3.1,60.2,24.0,15.2,43.8,62.0,15.5,36.4,38.4
Bleiswijk-Centrum,Lansingerland,2022,55-64,Male,21.2,14.1,29.1,22.2,22.7,13.0,16.9,59.1,23.3,2.4,60.3,23.1,15.8,47.2,62.0,15.3,36.6,37.2
Bleiswijk-Centrum,Lansingerland,2022,55-64,Female,22.9,15.1,26.1,24.5,22.8,15.4,18.2,57.7,25.1,3.5,59.7,24.5,15.4,43.6,62.0,15.0,37.3,37.6
Berkel-Centrum,Lansingerland,2018,18-24,Male,23.7,16.4,24.7,13.3,16.0,17.6,20.9,58.6,29.8,4.1,72.4,7.5,5.6,55.3,62.0,14.1,42.3,40.1
Berkel-Centrum,Lansingerland,2018,18-24,Female,24.1,18.1,22.0,15.9,17.2,19.7,21.7,57.3,30.5,5.0,70.9,9.0,5.7,52.0,62.0,11.0,44.8,40.9
Berkel-Centrum,Lansingerland,2019,18-24,Male,23.3,16.0,25.3,13.1,16.0,17.4,20.1,58.4,29.8,4.9,72.3,7.8,5.6,55.3,62.0,16.4,42.1,40.1
Berkel-Centrum,Lansingerland,2019,18-24,Female,24.7,17.7,22.6,16.0,16.7,19.3,21.7,57.3,30.6,4.7,71.5,8.9,5.7,52.5,62.0,15.6,41.8,39.1
Berkel-Centrum,Lansingerland,2020,18-24,Male,23.7,15.5,24.7,12.8,15.4,17.5,20.8,58.8,29.8,4.3,72.2,8.3,5.1,55.2,62.0,14.4,39.8,39.4
Berkel-Centrum,Lansingerland,2020,18-24,Female,24.8,18.1,21.8,15.2,17.2,20.1,22.3,57.6,30.2,5.2,71.3,9.4,5.2,51.8,62.0,16.4,43.2,41.0
Berkel-Centrum,Lansingerland,2021,18-24,Male,23.7,15.5,24.5,13.1,15.2,17.6,21.0,59.1,29.2,4.1,72.3,7.9,5.8,55.5,62.0,12.8,41.4,39.2
Berkel-Centrum,Lansingerland,2021,18-24,Female,23.9,18.4,22.3,15.4,17.1,19.4,22.0,57.4,30.6,5.1,70.7,9.4,6.0,52.3,62.0,16.4,44.8,38.2
Berkel-Centrum,Lansingerland,2022,18-24,Male,23.2,15.6,24.9,13.1,16.0,17.6,20.9,58.4,29.8,4.3,72.5,7.7,6.0,55.2,62.0,12.2,40.0,38.0
Berkel-Centrum,Lansingerland,2022,18-24,Female,24.5,18.0,22.2,15.8,16.9,19.3,22.1,56.8,30.9,5.3,70.8,9.2,5.1,52.2,62.0,14.9,42.1,39.4
Berkel-Centrum,Lansingerland,2018,25-34,Male,21.8,14.5,26.3,15.9,15.9,16.4,19.3,61.6,28.7,3.2,70.6,9.6,6.3,53.9,62.0,15.1,40.2,37.5
Berkel-Centrum,Lansingerland,2018,25-34,Female,24.0,16.6,24.0,19.2,16.0,18.3,20.8,61.0,29.7,3.9,69.2,12.3,5.9,51.4,62.0,12.1,40.7,38.8
Berkel-Centrum,Lansingerland,2019,25-34,Male,22.7,14.3,26.1,16.7,15.2,16.4,19.1,61.2,28.2,3.8,71.2,9.8,6.6,54.3,62.0,14.5,38.4,37.9
Berkel-Centrum,Lansingerland,2019,25-34,Female,23.5,16.4,24.6,19.2,16.2,18.5,20.3,60.2,29.0,4.0,70.2,12.2,6.3,51.4,62.0,15.4,41.3,39.5
Berkel-Centrum,Lansingerland,2020,25-34,Male,22.4,14.3,26.8,16.2,15.2,16.1,19.5,61.2,28.8,3.8,70.9,9.5,6.5,54.1,62.0,16.6,38.7,39.3
Berkel-Centrum,Lansingerland,2020,25-34,Female,23.3,16.8,24.8,18.8,16.3,18.1,20.5,60.5,29.2,4.5,69.4,12.0,5.8,51.8,62.0,10.5,41.6,37.5
Berkel-Centrum,Lansingerland,2021,25-34,Male,22.7,14.2,26.6,16.7,15.9,16.0,19.9,61.2,28.2,3.4,71.2,9.7,6.4,53.7,62.0,13.9,40.2,38.1
Berkel-Centrum,Lansingerland,2021,25-34,Female,23.2,16.6,24.4,19.2,16.0,17.9,20.7,61.1,28.9,3.7,69.5,11.6,5.8,51.7,62.0,16.4,42.8,40.4
Berkel-Centrum,Lansingerland,2022,25-34,Male,22.2,13.9,26.6,15.9,16.1,16.4,19.8,61.3,28.5,3.7,71.3,9.7,6.6,53.9,62.0,14.3,38.5,38.1
Berkel-Centrum,Lansingerland,2022,25-34,Female,23.6,16.8,24.5,18.7,16.7,18.7,21.0,60.8,29.0,4.1,70.0,12.2,5.9,51.6,62.0,16.4,41.5,38.6
Berkel-Centrum,Lansingerland,2018,35-44,Male,22.3,12.8,30.1,20.1,16.6,14.0,17.8,61.9,26.9,4.2,69.3,13.7,8.1,52.0,58.0,9.6,33.2,34.1
Berkel-Centrum,Lansingerland,2018,35-44,Female,24.0,16.1,27.2,23.2,17.9,15.7,19.2,61.8,28.8,4.3,68.2,14.5,7.3,48.6,62.0,15.7,38.5,37.7
Berkel-Centrum,Lansingerland,2019,35-44,Male,22.1,13.3,30.0,20.6,16.2,14.3,18.0,62.4,27.5,4.0,68.5,13.2,7.7,51.3,57.9,12.2,35.9,33.8
Berkel-Centrum,Lansingerland,2019,35-44,Female,23.4,16.2,27.6,23.0,17.2,16.4,19.2,61.2,28.6,4.0,67.9,14.5,6.9,48.3,62.0,15.9,39.8,36.7
Berkel-Centrum,Lansingerland,2020,35-44,Male,21.7,13.6,29.8,20.1,16.3,14.3,17.7,61.7,27.5,3.4,68.5,13.8,8.0,51.4,59.4,11.9,35.7,36.4
Berkel-Centrum,Lansingerland,2020,35-44,Female,23.8,16.4,27.9,23.2,17.5,16.4,18.3,61.5,28.5,4.4,67.9,14.8,6.8,49.1,61.3,10.7,38.2,36.0
Berkel-Centrum,Lansingerland,2021,35-44,Male,22.4,12.7,30.0,20.6,16.6,14.4,18.3,62.0,26.9,4.2,68.9,13.1,7.9,51.4,58.9,13.6,36.5,35.8
Berkel-Centrum,Lansingerland,2021,35-44,Female,23.2,15.5,27.4,22.6,17.8,15.7,19.0,61.4,29.1,3.8,68.0,14.1,7.6,48.3,60.7,14.6,38.2,37.9
Berkel-Centrum,Lansingerland,2022,35-44,Male,22.4,12.7,30.0,20.1,16.7,14.4,18.1,61.9,27.7,3.6,68.9,13.2,7.7,51.9,58.2,15.8,35.6,34.3
Berkel-Centrum,Lansingerland,2022,35-44,Female,23.4,16.0,27.4,23.1,17.2,16.0,19.0,61.8,28.3,3.9,68.3,14.7,7.6,49.0,62.0,11.0,38.5,36.8
Berkel-Centrum,Lansingerland,2018,45-54,Male,22.2,13.2,31.1,23.3,19.8,14.1,17.3,62.0,25.0,3.0,65.5,18.6,12.4,49.7,62.0,13.5,37.1,35.5
Berkel-Centrum,Lansingerland,2018,45-54,Female,22.3,15.9,29.0,25.5,20.3,15.7,19.0,61.2,26.4,4.1,64.3,19.6,12.3,47.0,62.0,13.5,38.7,35.5
Berkel-Centrum,Lansingerland,2019,45-54,Male,22.2,13.2,31.6,23.8,19.0,13.8,17.8,61.5,24.8,3.6,65.4,18.4,12.6,50.0,61.6,14.1,35.0,35.8
Berkel-Centrum,Lansingerland,2019,45-54,Female,22.4,16.0,28.6,26.3,20.6,15.5,18.8,60.8,27.1,3.3,65.0,19.7,12.7,47.0,62.0,16.7,38.5,36.5
Berkel-Centrum,Lansingerland,2020,45-54,Male,22.0,13.3,30.9,23.0,20.0,13.4,17.7,61.1,25.4,3.7,65.7,18.6,12.6,50.1,61.3,14.4,34.4,35.4
Berkel-Centrum,Lansingerland,2020,45-54,Female,22.0,15.4,28.4,25.8,20.5,15.9,19.2,60.5,26.9,3.4,65.0,19.3,12.5,47.1,62.0,14.3,40.0,36.2
Berkel-Centrum,Lansingerland,2021,45-54,Male,22.2,13.8,31.6,23.0,19.5,13.8,17.2,61.2,25.2,3.7,65.6,18.0,12.1,49.8,62.0,15.2,36.0,36.8
Berkel-Centrum,Lansingerland,2021,45-54,Female,22.4,16.1,28.8,25.6,21.0,16.0,19.3,61.1,26.8,3.7,64.6,19.6,11.9,46.4,62.0,14.5,39.9,37.4
Berkel-Centrum,Lansingerland,2022,45-54,Male,22.3,13.6,31.5,23.3,19.5,13.6,17.4,62.0,25.5,2.9,66.0,17.8,12.0,49.8,60.7,10.4,35.2,36.1
Berkel-Centrum,Lansingerland,2022,45-54,Female,22.0,15.9,28.6,26.1,20.8,16.2,18.5,60.5,26.3,3.5,64.4,19.5,12.1,46.7,62.0,13.8,38.5,36.0
Berkel-Centrum,Lansingerland,2018,55-64,Male,21.1,13.3,31.6,22.5,21.9,12.5,16.8,60.2,24.0,1.9,62.8,23.4,15.6,48.6,62.0,12.2,34.5,36.2
Berkel-Centrum,Lansingerland,2018,55-64,Female,22.3,16.1,28.2,25.1,23.3,14.6,18.6,59.7,25.7,2.2,61.7,24.7,15.6,45.6,62.0,12.7,37.8,36.9
Berkel-Centrum,Lansingerland,2019,55-64,Male,21.7,13.3,31.6,22.5,22.4,12.6,16.9,60.7,23.3,2.2,62.7,23.8,15.8,48.8,62.0,11.8,35.9,34.7
Berkel-Centrum,Lansingerland,2019,55-64,Female,21.8,16.8,29.1,24.7,22.8,14.1,18.6,60.3,25.5,2.6,61.5,24.9,15.4,45.8,62.0,13.6,36.0,36.4
Berkel-Centrum,Lansingerland,2020,55-64,Male,21.7,12.8,31.0,23.1,21.7,12.6,17.4,60.4,23.9,2.5,63.3,23.9,15.4,48.8,62.0,12.1,34.6,37.5
Berkel-Centrum,Lansingerland,2020,55-64,Female,22.2,16.8,28.5,24.4,23.3,14.3,18.6,60.0,25.8,3.1,61.2,25.1,15.3,45.7,62.0,14.9,38.4,36.8
Berkel-Centrum,Lansingerland,2021,55-64,Male,21.4,13.6,30.9,23.1,21.7,13.0,17.0,60.7,24.0,2.7,63.4,23.8,15.5,49.3,62.0,17.1,34.8,36.7
Berkel-Centrum,Lansingerland,2021,55-64,Female,21.7,16.2,28.3,24.9,23.3,14.0,17.9,59.9,25.4,2.8,61.6,25.3,15.3,46.1,62.0,12.5,38.0,37.5
Berkel-Centrum,Lansingerland,2022,55-64,Male,21.2,13.3,30.8,22.8,22.6,12.9,16.8,60.7,23.2,2.1,63.3,23.5,15.8,49.2,62.0,15.8,34.4,37.5
Berkel-Centrum,Lansingerland,2022,55-64,Female,22.6,16.7,28.4,24.8,23.1,14.0,18.6,59.9,25.4,2.5,61.9,24.7,15.8,46.4,62.0,12.6,38.3,35.3
Bleiswijk-Oost,Lansingerland,2018,18-24,Male,16.1,11.5,32.3,13.8,10.0,12.1,15.2,65.4,24.3,3.8,79.2,1.9,1.5,62.5,60.8,11.2,33.1,34.2
Bleiswijk-Oost,Lansingerland,2018,18-24,Female,15.4,15.1,30.0,16.6,11.4,14.4,15.2,63.8,25.7,4.6,78.9,3.3,0.7,59.4,62.0,12.3,36.2,35.4
Bleiswijk-Oost,Lansingerland,2019,18-24,Male,16.2,12.2,31.7,14.3,9.5,13.0,15.1,64.9,24.2,3.7,79.8,1.4,1.1,62.2,60.3,15.4,34.2,34.4
Bleiswijk-Oost,Lansingerland,2019,18-24,Female,16.1,15.4,29.7,16.7,11.2,14.2,15.5,63.5,25.8,4.4,79.2,4.0,1.5,59.1,61.6,13.8,34.8,34.8
